ID,StreetNumber,StreetName,AdditionalLocationInformation,Category,BuildingNameSpecifics,EvaluationGroup,MunicipalDesignationM,ProvincialDesignationP,HeritageRevitalizationAgreementH,InteriorDesignationI,LandscapeDesignationL,HeritageConservationAreaCA,HeritageConservationCovenantHC,FederalDesignationF,Status,DateofLastUpdate,LocalArea,Geom,geo_point_2d
2086,2038,W 5TH AV,None,HERITAGE BUILDINGS,Angus House,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.15135160988693, 49.26697669719551], ""type"": ""Point""}","49.26697669719551, -123.15135160988693"
2120,2980,W 5TH AV,None,HERITAGE BUILDINGS,N/A,B,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.17215718448614, 49.26729273611399], ""type"": ""Point""}","49.26729273611399, -123.17215718448614"
2133,2374-2378,W 5TH AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.15927153173794, 49.26709069962894], ""type"": ""Point""}","49.26709069962894, -123.15927153173794"
2152,2466,W 6TH AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.16144685074359, 49.26629797269051], ""type"": ""Point""}","49.26629797269051, -123.16144685074359"
2161,2753,W 6TH AV,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.16773830819537, 49.266883202101624], ""type"": ""Point""}","49.266883202101624, -123.16773830819537"
2162,2756,W 6TH AV,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.16777614079665, 49.266374660846346], ""type"": ""Point""}","49.266374660846346, -123.16777614079665"
2206,2305,W 7TH AV,None,HERITAGE BUILDINGS,St. George’s Greek Orthodox Church,B,Yes,No,Yes,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.1580443016952, 49.265902471305274], ""type"": ""Point""}","49.265902471305274, -123.1580443016952"
2212,2627,W 7TH AV,None,HERITAGE BUILDINGS,Bielby House,C,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.1652870595621, 49.266010779848095], ""type"": ""Point""}","49.266010779848095, -123.1652870595621"
2239,2296,W 8TH AV,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.15742989584447, 49.26462553116538], ""type"": ""Point""}","49.26462553116538, -123.15742989584447"
2247,3636,W 8TH AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.18466225015213, 49.26495205653062], ""type"": ""Point""}","49.26495205653062, -123.18466225015213"
2279,301-321,W CORDOVA ST,None,HERITAGE BUILDINGS,"J.W. Horne Block, 315-321 W Cordova",A,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.10947289246988, 49.283975543792224], ""type"": ""Point""}","49.283975543792224, -123.10947289246988"
2301,1333,W GEORGIA ST,None,HERITAGE BUILDINGS,Westcoast Energy,A,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.12745363990952, 49.28897215656852], ""type"": ""Point""}","49.28897215656852, -123.12745363990952"
2303,369,CARRALL ST,None,HERITAGE BUILDINGS,Merchants Bank,A,Yes,No,Yes,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.10473109599502, 49.281770993468555], ""type"": ""Point""}","49.281770993468555, -123.10473109599502"
2304,5,W HASTINGS ST,None,HERITAGE BUILDINGS,N/A,B,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.10487427418232, 49.281869610868384], ""type"": ""Point""}","49.281869610868384, -123.10487427418232"
2307,112,W HASTINGS ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.1077904596181, 49.28181467617237], ""type"": ""Point""}","49.28181467617237, -123.1077904596181"
2326,1021,W HASTINGS ST,None,HERITAGE BUILDINGS,University Club,B,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.11814652683616, 49.287712368368254], ""type"": ""Point""}","49.287712368368254, -123.11814652683616"
2360,435,W PENDER ST,None,HERITAGE BUILDINGS,Niagara Hotel,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.11228087524263, 49.28335257906959], ""type"": ""Point""}","49.28335257906959, -123.11228087524263"
2401,1-21,WATER ST,None,HERITAGE BUILDINGS,"Swift Canadian Packing House Extension, 1 Water",C,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.10445932021479, 49.28380661390494], ""type"": ""Point""}","49.28380661390494, -123.10445932021479"
2485,N/A,N/A,2100 Block Alberta,HERITAGE STREETSCAPES,East Side,N/A,No,No,No,No,No,No,No,No,Active,2020-10-14T16:43:00-07:00,,,
2514,N/A,N/A,Stanley Park,LANDSCAPE RESOURCES Parks & Landscapes,Lost Lagoon,N/A,No,No,No,No,No,No,No,No,Active,2020-10-14T16:43:00-07:00,,,
2556,1755,BEACH AV,"Alexandra Park, 1755 Beach",LANDSCAPE RESOURCES Monuments,"Fortes, Joe, Drinking Fountain",N/A,No,No,No,No,No,No,No,No,Active,2020-10-14T16:33:57-07:00,,,
2623,2146,SEMLIN DR,N/A,HERITAGE BUILDINGS,Kilpin Residence,B,Yes,No,Yes,No,No,No,No,No,Active,2022-05-17T15:30:28-07:00,Grandview-Woodland,"{""coordinates"": [-123.0635865680152, 49.26519155105797], ""type"": ""Point""}","49.26519155105797, -123.0635865680152"
1867,1919 - 1927,W 17TH AV,None,HERITAGE BUILDINGS,Hawkins House,A,Yes,No,No,No,No,Yes,No,No,Active,2020-09-18T10:18:45-07:00,Shaughnessy,"{""coordinates"": [-123.14916204300381, 49.25652599930986], ""type"": ""Point""}","49.25652599930986, -123.14916204300381"
1873,865,W 18TH AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,South Cambie,"{""coordinates"": [-123.12339912434103, 49.255526285159796], ""type"": ""Point""}","49.255526285159796, -123.12339912434103"
1902,3410,W 1ST AV,None,HERITAGE BUILDINGS,N/A,A,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.17988087414902, 49.27095566074299], ""type"": ""Point""}","49.27095566074299, -123.17988087414902"
1911,500,W 20TH AV,None,HERITAGE BUILDINGS,Edith Cavell School,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,South Cambie,"{""coordinates"": [-123.1171389885467, 49.252882808707845], ""type"": ""Point""}","49.252882808707845, -123.1171389885467"
1917,936,W 22ND AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,South Cambie,"{""coordinates"": [-123.12570551502807, 49.25143621214727], ""type"": ""Point""}","49.25143621214727, -123.12570551502807"
1938,2505,W 2ND AV,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.16241218795487, 49.270303795043894], ""type"": ""Point""}","49.270303795043894, -123.16241218795487"
1945,2651,W 2ND AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.1653877960429, 49.27037808694002], ""type"": ""Point""}","49.27037808694002, -123.1653877960429"
1953,3273,W 2ND AV,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.1773411448867, 49.2704650414465], ""type"": ""Point""}","49.2704650414465, -123.1773411448867"
1976,3058,W 36TH AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Dunbar-Southlands,"{""coordinates"": [-123.17388428677964, 49.23921447806343], ""type"": ""Point""}","49.23921447806343, -123.17388428677964"
1994,3361,W 38TH AV,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Dunbar-Southlands,"{""coordinates"": [-123.1798261524465, 49.23796024319295], ""type"": ""Point""}","49.23796024319295, -123.1798261524465"
2018,2856,W 3RD AV,None,HERITAGE BUILDINGS,Logan House,B,Yes,No,Yes,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.16961400047407, 49.26902358438826], ""type"": ""Point""}","49.26902358438826, -123.16961400047407"
2043,3154-3158,W 3RD AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.17483359204182, 49.26909000034905], ""type"": ""Point""}","49.26909000034905, -123.17483359204182"
2057,3137,W 42ND AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kerrisdale,"{""coordinates"": [-123.17481613294328, 49.23404779021103], ""type"": ""Point""}","49.23404779021103, -123.17481613294328"
2072,2114,W 4TH AV,None,HERITAGE BUILDINGS,Russian Community Centre/Kitsilano Theatre,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.15338476072664, 49.2678873169399], ""type"": ""Point""}","49.2678873169399, -123.15338476072664"
2076,2722-2726,W 4TH AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.16703419194863, 49.26808447821113], ""type"": ""Point""}","49.26808447821113, -123.16703419194863"
2123,3060,W 5TH AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.1731056978816, 49.26730615923608], ""type"": ""Point""}","49.26730615923608, -123.1731056978816"
2188,1140,W 7TH AV,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Fairview,"{""coordinates"": [-123.12997004722254, 49.2649698649546], ""type"": ""Point""}","49.2649698649546, -123.12997004722254"
2195,1339,W 7TH AV,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Fairview,"{""coordinates"": [-123.13453603441474, 49.26551404407832], ""type"": ""Point""}","49.26551404407832, -123.13453603441474"
2196,1343,W 7TH AV,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Fairview,"{""coordinates"": [-123.13453603441474, 49.26551404407832], ""type"": ""Point""}","49.26551404407832, -123.13453603441474"
2204,2232,W 7TH AV,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.15605961495584, 49.265373840222125], ""type"": ""Point""}","49.265373840222125, -123.15605961495584"
2254,6825,WEST BOULEVARD,None,HERITAGE BUILDINGS,Twiss Residence,A,Yes,No,No,No,No,No,No,No,Active,2021-02-24T10:18:44-08:00,Kerrisdale,"{""coordinates"": [-123.15361556612638, 49.22363511318265], ""type"": ""Point""}","49.22363511318265, -123.15361556612638"
2257,1484-1490,W BROADWAY,None,HERITAGE BUILDINGS,Dick Building,A,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Fairview,"{""coordinates"": [-123.13814153440596, 49.263413253505476], ""type"": ""Point""}","49.263413253505476, -123.13814153440596"
2259,3123-3129,W BROADWAY,None,HERITAGE BUILDINGS,Hollywood Theatre,B,Yes,No,Yes,Yes,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.1745513241473, 49.26445497135187], ""type"": ""Point""}","49.26445497135187, -123.1745513241473"
2263,151,W CORDOVA ST,None,HERITAGE BUILDINGS,N/A,N/A,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.10775499907841, 49.28338782526117], ""type"": ""Point""}","49.28338782526117, -123.10775499907841"
2286,40-50,W CORDOVA ST,None,HERITAGE BUILDINGS,Manitoba Hotel,C,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.10584859504503, 49.28248287807197], ""type"": ""Point""}","49.28248287807197, -123.10584859504503"
2318,757,W HASTINGS ST,None,HERITAGE BUILDINGS,Sinclair Centre ‑Customs Building (326 Howe),A,No,No,No,No,No,No,No,Yes,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.11387114637586, 49.28595585419356], ""type"": ""Point""}","49.28595585419356, -123.11387114637586"
2319,757,W HASTINGS ST,None,HERITAGE BUILDINGS,Sinclair Centre ‑former Post Office - 715,A,Yes,No,No,No,No,No,No,Yes,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.11387114637586, 49.28595585419356], ""type"": ""Point""}","49.28595585419356, -123.11387114637586"
2333,151-155,W HASTINGS ST,None,HERITAGE BUILDINGS,N/A,C,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.1088126714049, 49.282587055955354], ""type"": ""Point""}","49.282587055955354, -123.1088126714049"
2339,379-399,W HASTINGS ST,None,HERITAGE BUILDINGS,William Dick Building,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.11046606780977, 49.28349264524613], ""type"": ""Point""}","49.28349264524613, -123.11046606780977"
2356,303,W PENDER ST,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.11084532271973, 49.282427559972845], ""type"": ""Point""}","49.282427559972845, -123.11084532271973"
2365,2-14,W PENDER ST,None,HERITAGE BUILDINGS,Sam Kee Building,A,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.1047245002522, 49.28042298648594], ""type"": ""Point""}","49.28042298648594, -123.1047245002522"
2371,343-353,W PENDER ST,None,HERITAGE BUILDINGS,Hartney Chambers,B,Y,No,No,No,No,No,No,No,Active,2022-11-18T10:18:45-08:00,Downtown,"{""coordinates"": [-123.11154087464747, 49.28276674911823], ""type"": ""Point""}","49.28276674911823, -123.11154087464747"
2381,5872,WALES ST,None,HERITAGE BUILDINGS,Cooper-Underdahl House,A,Yes,No,Yes,No,Yes,No,No,No,Active,2020-09-18T10:18:45-07:00,Victoria-Fraserview,"{""coordinates"": [-123.05124352068138, 49.230450005708526], ""type"": ""Point""}","49.230450005708526, -123.05124352068138"
2393,110,WATER ST,None,HERITAGE BUILDINGS,Thompson Rooming House,C,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.10696459458353, 49.283691904803014], ""type"": ""Point""}","49.283691904803014, -123.10696459458353"
2409,137-141,WATER ST,None,HERITAGE BUILDINGS,Twigge Block,B,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.10759672620763, 49.28438155721183], ""type"": ""Point""}","49.28438155721183, -123.10759672620763"
2416,305-307,WATER ST,None,HERITAGE BUILDINGS,McClarey Manufacturing Co. Building,B,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.10889305053881, 49.28459213603679], ""type"": ""Point""}","49.28459213603679, -123.10889305053881"
2449,2058,WILLIAM ST,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Grandview-Woodland,"{""coordinates"": [-123.06245969350682, 49.27357751390577], ""type"": ""Point""}","49.27357751390577, -123.06245969350682"
2458,2760,YALE ST,None,HERITAGE BUILDINGS,Heaps House,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Hastings-Sunrise,"{""coordinates"": [-123.04792526394712, 49.29041136405921], ""type"": ""Point""}","49.29041136405921, -123.04792526394712"
2473,4,E 51ST AV,None,HERITAGE BUILDINGS,Fay Holden Residence,B,No,No,No,No,No,No,No,No,Active,2020-10-20T11:03:38-07:00,Sunset,"{""coordinates"": [-123.10582179113702, 49.22359527374737], ""type"": ""Point""}","49.22359527374737, -123.10582179113702"
2475,3510,MAIN ST,None,HERITAGE BUILDINGS,Bryant Block,C,No,No,No,No,No,No,Yes,No,Active,2021-02-05T11:09:10-08:00,Riley Park,"{""coordinates"": [-123.10045799604657, 49.25362526726875], ""type"": ""Point""}","49.25362526726875, -123.10045799604657"
2478,N/A,N/A,1100 Block W. 7th,HERITAGE STREETSCAPES,South Side,N/A,No,No,No,No,No,No,No,No,Active,2020-10-14T16:43:00-07:00,,,
2483,N/A,N/A,1500 Block W. 15th,HERITAGE STREETSCAPES,North Side,N/A,No,No,No,No,No,No,No,No,Active,2020-10-14T16:43:00-07:00,,,
2512,488,POWELL ST,None,LANDSCAPE RESOURCES Parks & Landscapes,Oppenheimer Park,N/A,No,No,No,No,No,No,No,No,Active,2020-10-14T16:33:57-07:00,,,
2515,N/A,N/A,Stanley Park,LANDSCAPE RESOURCES Parks & Landscapes,Rock Garden,N/A,No,No,No,No,No,No,No,No,Active,2020-10-14T16:43:00-07:00,,,
2518,1600‑1698,WILLIAM ST,None,LANDSCAPE RESOURCES Parks & Landscapes,Grandview Park,N/A,No,No,No,No,No,No,No,No,Active,2020-10-14T16:43:00-07:00,,,
2525,4000‑4600,W 16TH AV,None,LANDSCAPE RESOURCES Trees,Almey Crabapple,N/A,No,No,No,No,No,No,No,No,Active,2020-10-14T16:43:00-07:00,,,
2533,N/A,N/A,"Angus Park, East End",LANDSCAPE RESOURCES Trees,China Fir,N/A,No,No,No,No,No,No,No,No,Active,2020-10-14T16:43:00-07:00,,,
2583,N/A,N/A,"Stanley Park, Woods Near Third Beach",LANDSCAPE RESOURCES Monuments,"Johnston, Pauline (Tekahionwake), Memorial",N/A,No,No,No,No,No,No,No,No,Active,2020-10-14T16:43:00-07:00,,,
2594,N/A,N/A,Stanley Park,LANDSCAPE RESOURCES Public Works,Lions Gate Bridge,N/A,No,No,No,No,No,No,No,Yes,Active,2020-10-14T16:43:00-07:00,,,
2598,N/A,N/A,DhRs 4,ARCHAEOLOGICAL SITES,"General Activity, Shell Midden",N/A,No,No,No,No,No,No,No,No,Active,2020-10-14T16:43:00-07:00,,,
20,2122,ALBERTA ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Mount Pleasant,"{""coordinates"": [-123.11057345387489, 49.26620533005684], ""type"": ""Point""}","49.26620533005684, -123.11057345387489"
29,2632,ALBERTA ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Mount Pleasant,"{""coordinates"": [-123.11065765928069, 49.26164021224336], ""type"": ""Point""}","49.26164021224336, -123.11065765928069"
34,27,ALEXANDER ST,None,HERITAGE BUILDINGS,"B.C. Market Co. Building, 25 Alexander",B,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.10369625735973, 49.283698211312434], ""type"": ""Point""}","49.283698211312434, -123.10369625735973"
37,52,ALEXANDER ST,None,HERITAGE BUILDINGS,N/A,N/A,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.10291634065061, 49.28344403839302], ""type"": ""Point""}","49.28344403839302, -123.10291634065061"
43,118,ALEXANDER ST,None,HERITAGE BUILDINGS,N/A,C,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.10154166903104, 49.2837584917187], ""type"": ""Point""}","49.2837584917187, -123.10154166903104"
50,191-195,ALEXANDER ST,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.09990064348567, 49.284297633805586], ""type"": ""Point""}","49.284297633805586, -123.09990064348567"
57,2222,ALMA ST,None,HERITAGE BUILDINGS,Alma Court,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.18535945388211, 49.266661120615936], ""type"": ""Point""}","49.266661120615936, -123.18535945388211"
62,1499,ANGUS DR,None,HERITAGE BUILDINGS,N/A,A,No,No,No,No,No,Yes,No,No,Active,2020-09-18T10:18:45-07:00,Shaughnessy,"{""coordinates"": [-123.13833087947854, 49.25512742259282], ""type"": ""Point""}","49.25512742259282, -123.13833087947854"
74,3637,ANGUS DR,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,Yes,No,No,Active,2020-09-18T10:18:45-07:00,Shaughnessy,"{""coordinates"": [-123.14525349561823, 49.2538886312988], ""type"": ""Point""}","49.2538886312988, -123.14525349561823"
98,2543,BALACLAVA ST,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.17432303114666, 49.26344895718668], ""type"": ""Point""}","49.26344895718668, -123.17432303114666"
113,1459,BARCLAY ST,None,HERITAGE BUILDINGS,Weeks House,B,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,West End,"{""coordinates"": [-123.13229600761112, 49.28722803259016], ""type"": ""Point""}","49.28722803259016, -123.13229600761112"
114,1860,BARCLAY ST,None,HERITAGE BUILDINGS,Mason Residence,B,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,West End,"{""coordinates"": [-123.1388809816491, 49.29054534739902], ""type"": ""Point""}","49.29054534739902, -123.1388809816491"
146,1912,BLENHEIM ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.17734809384528, 49.269020066067434], ""type"": ""Point""}","49.269020066067434, -123.17734809384528"
162,2425,BRUNSWICK ST,None,HERITAGE BUILDINGS,G.W. Ledingham House,A,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Mount Pleasant,"{""coordinates"": [-123.09751995358194, 49.26337715867504], ""type"": ""Point""}","49.26337715867504, -123.09751995358194"
179,1110,BUTE ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,West End,"{""coordinates"": [-123.13176033432832, 49.282583042993906], ""type"": ""Point""}","49.282583042993906, -123.13176033432832"
184,340,CAMBIE ST,None,HERITAGE BUILDINGS,Commercial Hotel,B,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.1090700961079, 49.282764970820374], ""type"": ""Point""}","49.282764970820374, -123.1090700961079"
187,840,CAMBIE ST,None,HERITAGE BUILDINGS,840 Cambie,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.11537025661708, 49.27755566035207], ""type"": ""Point""}","49.27755566035207, -123.11537025661708"
193,5010,CAMBIE ST,None,HERITAGE BUILDINGS,Milton & Fei Wong House,A,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Riley Park,"{""coordinates"": [-123.11704282502316, 49.23998302914083], ""type"": ""Point""}","49.23998302914083, -123.11704282502316"
204,2680,CAMBRIDGE ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Hastings-Sunrise,"{""coordinates"": [-123.05001475032756, 49.28640071090693], ""type"": ""Point""}","49.28640071090693, -123.05001475032756"
252,868,CASSIAR ST,None,HERITAGE BUILDINGS,Industrial Girls’ School,A,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Hastings-Sunrise,"{""coordinates"": [-123.03008195073845, 49.27680002842162], ""type"": ""Point""}","49.27680002842162, -123.03008195073845"
254,1703,CEDAR CRES,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,Yes,No,No,Active,2020-09-18T10:18:45-07:00,Shaughnessy,"{""coordinates"": [-123.14400273402033, 49.25645789907002], ""type"": ""Point""}","49.25645789907002, -123.14400273402033"
289,1102,COMMERCIAL DR,None,HERITAGE BUILDINGS,Florida Grocery,B,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Grandview-Woodland,"{""coordinates"": [-123.0691629370896, 49.274709197268315], ""type"": ""Point""}","49.274709197268315, -123.0691629370896"
302,1114,COMOX ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,West End,"{""coordinates"": [-123.12980315778606, 49.281884316971144], ""type"": ""Point""}","49.281884316971144, -123.12980315778606"
308,1150,COMOX ST,None,HERITAGE BUILDINGS,MacGowan-Gilmour House,B,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,West End,"{""coordinates"": [-123.13058920871778, 49.28239345160676], ""type"": ""Point""}","49.28239345160676, -123.13058920871778"
318,1601,COMOX ST,None,HERITAGE BUILDINGS,Grace Court,B,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,West End,"{""coordinates"": [-123.13644666051557, 49.28694583369345], ""type"": ""Point""}","49.28694583369345, -123.13644666051557"
331,3143,CROWN ST,None,HERITAGE BUILDINGS,Morley Residence,C,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,West Point Grey,"{""coordinates"": [-123.1944617567739, 49.25865868772619], ""type"": ""Point""}","49.25865868772619, -123.1944617567739"
347,4693,DRUMMOND DR,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,West Point Grey,"{""coordinates"": [-123.21457064291793, 49.27268873727629], ""type"": ""Point""}","49.27268873727629, -123.21457064291793"
348,3228,DUMFRIES ST,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kensington-Cedar Cottage,"{""coordinates"": [-123.07248883232039, 49.2561297314908], ""type"": ""Point""}","49.2561297314908, -123.07248883232039"
356,1711,DUNBAR ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.1838554458453, 49.2711294526574], ""type"": ""Point""}","49.2711294526574, -123.1838554458453"
363,1845,DUNBAR ST,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.18386045952658, 49.26982486635824], ""type"": ""Point""}","49.26982486635824, -123.18386045952658"
