ID,StreetNumber,StreetName,AdditionalLocationInformation,Category,BuildingNameSpecifics,EvaluationGroup,MunicipalDesignationM,ProvincialDesignationP,HeritageRevitalizationAgreementH,InteriorDesignationI,LandscapeDesignationL,HeritageConservationAreaCA,HeritageConservationCovenantHC,FederalDesignationF,Status,DateofLastUpdate,LocalArea,Geom,geo_point_2d
1523,2652,TEMPLETON DR,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kensington-Cedar Cottage,"{""coordinates"": [-123.05980310903819, 49.260525404989195], ""type"": ""Point""}","49.260525404989195, -123.05980310903819"
1524,242,TERMINAL AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Strathcona,"{""coordinates"": [-123.09915763538216, 49.272192502812615], ""type"": ""Point""}","49.272192502812615, -123.09915763538216"
1527,1232,THE CRESCENT,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,Yes,No,No,Active,2020-09-18T10:18:45-07:00,Shaughnessy,"{""coordinates"": [-123.13334548725967, 49.25511700720541], ""type"": ""Point""}","49.25511700720541, -123.13334548725967"
1530,1388,THE CRESCENT,None,HERITAGE BUILDINGS,The Hollies,A,No,No,No,No,No,Yes,No,No,Active,2020-09-18T10:18:45-07:00,Shaughnessy,"{""coordinates"": [-123.13582735634127, 49.254501215002996], ""type"": ""Point""}","49.254501215002996, -123.13582735634127"
1532,1398,THE CRESCENT,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,Yes,No,No,Active,2020-09-18T10:18:45-07:00,Shaughnessy,"{""coordinates"": [-123.13656864553178, 49.25482275506079], ""type"": ""Point""}","49.25482275506079, -123.13656864553178"
1542,1107,THURLOW ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,West End,"{""coordinates"": [-123.12999189103613, 49.28143785488273], ""type"": ""Point""}","49.28143785488273, -123.12999189103613"
1543,1113,THURLOW ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,West End,"{""coordinates"": [-123.13008820770855, 49.281373893309855], ""type"": ""Point""}","49.281373893309855, -123.13008820770855"
1567,1968,TURNER ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Grandview-Woodland,"{""coordinates"": [-123.06415902832448, 49.27888841754017], ""type"": ""Point""}","49.27888841754017, -123.06415902832448"
1573,446,UNION ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Strathcona,"{""coordinates"": [-123.09442187384208, 49.27730604518694], ""type"": ""Point""}","49.27730604518694, -123.09442187384208"
1574,511,UNION ST,None,HERITAGE BUILDINGS,Morton House,B,Yes,No,Yes,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Strathcona,"{""coordinates"": [-123.09317996851706, 49.2778058254829], ""type"": ""Point""}","49.2778058254829, -123.09317996851706"
1577,538,UNION ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Strathcona,"{""coordinates"": [-123.09268196339652, 49.2772736391717], ""type"": ""Point""}","49.2772736391717, -123.09268196339652"
1582,662,UNION ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Strathcona,"{""coordinates"": [-123.09015108549222, 49.277237240130574], ""type"": ""Point""}","49.277237240130574, -123.09015108549222"
1600,1618,VICTORIA DR,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Grandview-Woodland,"{""coordinates"": [-123.06546780598758, 49.27008246794824], ""type"": ""Point""}","49.27008246794824, -123.06546780598758"
1628,156,W 10TH AV,None,HERITAGE BUILDINGS,N/A,B,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Mount Pleasant,"{""coordinates"": [-123.1087997702548, 49.261877513542935], ""type"": ""Point""}","49.261877513542935, -123.1087997702548"
1641,3023,W 10TH AV,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.17265549171343, 49.263537258285766], ""type"": ""Point""}","49.263537258285766, -123.17265549171343"
1643,3846,W 10TH AV,None,HERITAGE BUILDINGS,N/A,A,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,West Point Grey,"{""coordinates"": [-123.18921243520393, 49.263251600916604], ""type"": ""Point""}","49.263251600916604, -123.18921243520393"
1664,133,W 11TH AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Mount Pleasant,"{""coordinates"": [-123.10812066343735, 49.26150420580607], ""type"": ""Point""}","49.26150420580607, -123.10812066343735"
1666,140,W 11TH AV,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Mount Pleasant,"{""coordinates"": [-123.10819677025306, 49.26096255366914], ""type"": ""Point""}","49.26096255366914, -123.10819677025306"
1667,315,W 11TH AV,None,HERITAGE BUILDINGS,Doerffler House,B,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Mount Pleasant,"{""coordinates"": [-123.1114626330373, 49.26153817760671], ""type"": ""Point""}","49.26153817760671, -123.1114626330373"
1678,1906,W 11TH AV,None,HERITAGE BUILDINGS,Beard House,C,Yes,No,Yes,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.14845090603698, 49.26160817739352], ""type"": ""Point""}","49.26160817739352, -123.14845090603698"
1682,3737,W 11TH AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,West Point Grey,"{""coordinates"": [-123.18697405858316, 49.26283030837696], ""type"": ""Point""}","49.26283030837696, -123.18697405858316"
1691,334,W 12TH AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Mount Pleasant,"{""coordinates"": [-123.11193643498336, 49.260061811478316], ""type"": ""Point""}","49.260061811478316, -123.11193643498336"
1695,426,W 12TH AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Mount Pleasant,"{""coordinates"": [-123.11367234640353, 49.260091413686325], ""type"": ""Point""}","49.260091413686325, -123.11367234640353"
1714,1985,W 12TH AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.15014034894457, 49.26123843471815], ""type"": ""Point""}","49.26123843471815, -123.15014034894457"
1719,2726,W 12TH AV,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.16696618452634, 49.26109735096363], ""type"": ""Point""}","49.26109735096363, -123.16696618452634"
1729,3780,W 12TH AV,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,West Point Grey,"{""coordinates"": [-123.18740628554869, 49.261415758506274], ""type"": ""Point""}","49.261415758506274, -123.18740628554869"
1741,305,W 13TH AV,None,HERITAGE BUILDINGS,Munro House,B,Yes,No,Yes,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Mount Pleasant,"{""coordinates"": [-123.11132590282517, 49.259592586831374], ""type"": ""Point""}","49.259592586831374, -123.11132590282517"
1746,1310,W 13TH AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Fairview,"{""coordinates"": [-123.13411917968818, 49.259496159956996], ""type"": ""Point""}","49.259496159956996, -123.13411917968818"
1778,2165-2167,W 13TH AV,None,HERITAGE BUILDINGS,2165 W 13th,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.15455791691134, 49.260348470263075], ""type"": ""Point""}","49.260348470263075, -123.15455791691134"
1804,1615-1617,W 14TH AV,None,HERITAGE BUILDINGS,N/A,C,Yes,No,Yes,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Fairview,"{""coordinates"": [-123.14154205352081, 49.259212017132114], ""type"": ""Point""}","49.259212017132114, -123.14154205352081"
1815,1108-1110,W 15TH AV,None,HERITAGE BUILDINGS,McArthur House,B,Yes,No,Yes,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Fairview,"{""coordinates"": [-123.12971674664017, 49.25763299910875], ""type"": ""Point""}","49.25763299910875, -123.12971674664017"
1839,1215,W 16TH AV,None,HERITAGE BUILDINGS,Baldwin Residence,B,Yes,No,No,No,No,No,No,No,Active,2021-02-24T10:18:44-08:00,Fairview,"{""coordinates"": [-123.1320920147691, 49.25733846349737], ""type"": ""Point""}","49.25733846349737, -123.1320920147691"
1866,936,W 17TH AV,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,South Cambie,"{""coordinates"": [-123.12550791753722, 49.25595515625013], ""type"": ""Point""}","49.25595515625013, -123.12550791753722"
530,882,E 31ST AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kensington-Cedar Cottage,"{""coordinates"": [-123.08632586281247, 49.24228900627799], ""type"": ""Point""}","49.24228900627799, -123.08632586281247"
536,2308,E 34TH AV,None,HERITAGE BUILDINGS,B and K Grocery,C,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Renfrew-Collingwood,"{""coordinates"": [-123.05852455078406, 49.238700763129074], ""type"": ""Point""}","49.238700763129074, -123.05852455078406"
547,2185,E 3RD AV,None,HERITAGE BUILDINGS,Cristiano House,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Grandview-Woodland,"{""coordinates"": [-123.0603296517532, 49.26797650051126], ""type"": ""Point""}","49.26797650051126, -123.0603296517532"
558,566,E 46TH AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Sunset,"{""coordinates"": [-123.09296644205214, 49.2280577018751], ""type"": ""Point""}","49.2280577018751, -123.09296644205214"
565,1943,E 4TH AV,None,HERITAGE BUILDINGS,Johnston-McIntosh House,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Grandview-Woodland,"{""coordinates"": [-123.06476589532961, 49.26710587886882], ""type"": ""Point""}","49.26710587886882, -123.06476589532961"
574,2609,E 6TH AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Hastings-Sunrise,"{""coordinates"": [-123.05194791547856, 49.265035693855296], ""type"": ""Point""}","49.265035693855296, -123.05194791547856"
578,662,E 7TH AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Mount Pleasant,"{""coordinates"": [-123.08957798634975, 49.26407463843111], ""type"": ""Point""}","49.26407463843111, -123.08957798634975"
594,1300,E BROADWAY,None,HERITAGE BUILDINGS,Queen Alexandra School,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kensington-Cedar Cottage,"{""coordinates"": [-123.07645831489452, 49.26187502247354], ""type"": ""Point""}","49.26187502247354, -123.07645831489452"
601,754-758,E BROADWAY,None,HERITAGE BUILDINGS,Stinson Block,C,No,No,No,No,No,No,Yes,No,Active,2021-03-04T10:18:44-08:00,Mount Pleasant,"{""coordinates"": [-123.08781163254723, 49.262160945589265], ""type"": ""Point""}","49.262160945589265, -123.08781163254723"
608,139,E CORDOVA ST,None,HERITAGE BUILDINGS,United Rooms,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.10086064462199, 49.28256621099407], ""type"": ""Point""}","49.28256621099407, -123.10086064462199"
610,303,E CORDOVA ST,None,HERITAGE BUILDINGS,St. James’ Anglican Church,A,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Strathcona,"{""coordinates"": [-123.0972017567164, 49.28249856910434], ""type"": ""Point""}","49.28249856910434, -123.0972017567164"
619,657,E CORDOVA ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Strathcona,"{""coordinates"": [-123.08998322166147, 49.28236555817484], ""type"": ""Point""}","49.28236555817484, -123.08998322166147"
627,522-524,E CORDOVA ST,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Strathcona,"{""coordinates"": [-123.09279244953558, 49.28190134865296], ""type"": ""Point""}","49.28190134865296, -123.09279244953558"
632,512,E GEORGIA ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Strathcona,"{""coordinates"": [-123.0931627932362, 49.27819749949153], ""type"": ""Point""}","49.27819749949153, -123.0931627932362"
633,518,E GEORGIA ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Strathcona,"{""coordinates"": [-123.09305903868062, 49.278185712155235], ""type"": ""Point""}","49.278185712155235, -123.09305903868062"
644,758,E GEORGIA ST,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Strathcona,"{""coordinates"": [-123.0883175661641, 49.27810885281701], ""type"": ""Point""}","49.27810885281701, -123.0883175661641"
655,1027,E GEORGIA ST,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Strathcona,"{""coordinates"": [-123.08182478085367, 49.2785099697155], ""type"": ""Point""}","49.2785099697155, -123.08182478085367"
656,1160,E GEORGIA ST,None,HERITAGE BUILDINGS,Pastinsky House,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Strathcona,"{""coordinates"": [-123.07997323783182, 49.2779606034595], ""type"": ""Point""}","49.2779606034595, -123.07997323783182"
658,1218,E GEORGIA ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Strathcona,"{""coordinates"": [-123.07872210328412, 49.27831984776076], ""type"": ""Point""}","49.27831984776076, -123.07872210328412"
670,166,E HASTINGS ST,None,HERITAGE BUILDINGS,Roosevelt Hotel,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.10050767050527, 49.281048351210465], ""type"": ""Point""}","49.281048351210465, -123.10050767050527"
679,2901,E HASTINGS ST,None,HERITAGE BUILDINGS,"Rollerland Building, Hastings Park",B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Hastings-Sunrise,"{""coordinates"": [-123.03489027648112, 49.280673910884815], ""type"": ""Point""}","49.280673910884815, -123.03489027648112"
704,407,E KING EDWARD AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Riley Park,"{""coordinates"": [-123.0963229529102, 49.24890186819985], ""type"": ""Point""}","49.24890186819985, -123.0963229529102"
735,563,E PENDER ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Strathcona,"{""coordinates"": [-123.09201921693382, 49.28050242256409], ""type"": ""Point""}","49.28050242256409, -123.09201921693382"
756,1822,E PENDER ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Grandview-Woodland,"{""coordinates"": [-123.0674549753925, 49.27998741645206], ""type"": ""Point""}","49.27998741645206, -123.0674549753925"
763,500,GLEN DR,None,HERITAGE BUILDINGS,James & Lilian Downer House #1,B,Yes,No,Yes,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Strathcona,"{""coordinates"": [-123.08109925681615, 49.27992000891612], ""type"": ""Point""}","49.27992000891612, -123.08109925681615"
779,266-272,E PENDER ST,None,HERITAGE BUILDINGS,N/A,N/A,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Strathcona,"{""coordinates"": [-123.0980136717132, 49.2800989079921], ""type"": ""Point""}","49.2800989079921, -123.0980136717132"
787,33-47,E PENDER ST,None,HERITAGE BUILDINGS,Yue Shan Society Buildings (33-39 E Pender and,B,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.10347028042582, 49.28071433145267], ""type"": ""Point""}","49.28071433145267, -123.10347028042582"
788,33-47,E PENDER ST,None,HERITAGE BUILDINGS,43‑47 E Pender),N/A,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.10347028042582, 49.28071433145267], ""type"": ""Point""}","49.28071433145267, -123.10347028042582"
800,86-90,E PENDER ST,None,HERITAGE BUILDINGS,N/A,N/A,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.10267428691984, 49.280175441353784], ""type"": ""Point""}","49.280175441353784, -123.10267428691984"
839,2733,FRANKLIN ST,None,HERITAGE BUILDINGS,Robert Ross Residence,B,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Hastings-Sunrise,"{""coordinates"": [-123.04836153371917, 49.282326171881934], ""type"": ""Point""}","49.282326171881934, -123.04836153371917"
850,441,GLEN DR,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Strathcona,"{""coordinates"": [-123.08152279958098, 49.280320454206276], ""type"": ""Point""}","49.280320454206276, -123.08152279958098"
894,2421-2425,GRANVILLE ST,None,HERITAGE BUILDINGS,Edwards Block,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Fairview,"{""coordinates"": [-123.13895641018756, 49.26413723159961], ""type"": ""Point""}","49.26413723159961, -123.13895641018756"
901,610-620,GRANVILLE ST,None,HERITAGE BUILDINGS,BC Electric Co. Showroom (688 Dunsmuir),B,Yes,No,Yes,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.11630510411553, 49.283299135148255], ""type"": ""Point""}","49.283299135148255, -123.11630510411553"
902,610-620,GRANVILLE ST,None,HERITAGE BUILDINGS,Hunter Bros. Block (672 Granville),B,Yes,No,Yes,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.11630510411553, 49.283299135148255], ""type"": ""Point""}","49.283299135148255, -123.11630510411553"
919,1504,GRAVELEY ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Grandview-Woodland,"{""coordinates"": [-123.07327195845828, 49.270277344540574], ""type"": ""Point""}","49.270277344540574, -123.07327195845828"
929,2404,GUELPH ST,None,HERITAGE BUILDINGS,The Connaught,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Mount Pleasant,"{""coordinates"": [-123.09463535992839, 49.26321039081301], ""type"": ""Point""}","49.26321039081301, -123.09463535992839"
941,1178,HAMILTON ST,None,HERITAGE BUILDINGS,Gray Brothers Building,C,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.12222959230161, 49.27485150017114], ""type"": ""Point""}","49.27485150017114, -123.12222959230161"
947,553-555,HAMILTON ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.11228213280616, 49.28160939715378], ""type"": ""Point""}","49.28160939715378, -123.11228213280616"
959,404,HAWKS AV,None,HERITAGE BUILDINGS,Rice Block,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Strathcona,"{""coordinates"": [-123.0869270897721, 49.28088138796344], ""type"": ""Point""}","49.28088138796344, -123.0869270897721"
997,1180,HOMER ST,None,HERITAGE BUILDINGS,McMaster Building,B,Yes,No,Yes,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.12258403973168, 49.27534036220547], ""type"": ""Point""}","49.27534036220547, -123.12258403973168"
1054,743,KEEFER ST,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Strathcona,"{""coordinates"": [-123.08857518360728, 49.279525737628326], ""type"": ""Point""}","49.279525737628326, -123.08857518360728"
1072,1171,KEEFER ST,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Strathcona,"{""coordinates"": [-123.07960514981697, 49.2793825262639], ""type"": ""Point""}","49.2793825262639, -123.07960514981697"
1086,2150,LAKEWOOD DR,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Grandview-Woodland,"{""coordinates"": [-123.06169221511338, 49.26527381282444], ""type"": ""Point""}","49.26527381282444, -123.06169221511338"
1095,1426,LAURIER AV,None,HERITAGE BUILDINGS,Hutchinson House,B,No,No,No,No,No,Yes,No,No,Active,2020-09-18T10:18:45-07:00,Shaughnessy,"{""coordinates"": [-123.13741271072695, 49.250445658400444], ""type"": ""Point""}","49.250445658400444, -123.13741271072695"
1104,1184-1188,LAURIER AV,None,HERITAGE BUILDINGS,1184 Laurier,C,No,No,No,No,No,Yes,No,No,Active,2020-09-18T10:18:45-07:00,Shaughnessy,"{""coordinates"": [-123.13120490366006, 49.25040170214575], ""type"": ""Point""}","49.25040170214575, -123.13120490366006"
1106,2038,MACDONALD ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.16801049799557, 49.26776631552659], ""type"": ""Point""}","49.26776631552659, -123.16801049799557"
1112,2134,MACDONALD ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.1680404099181, 49.2669288095825], ""type"": ""Point""}","49.2669288095825, -123.1680404099181"
1114,2210,MACDONALD ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.16806191762265, 49.26642011297319], ""type"": ""Point""}","49.26642011297319, -123.16806191762265"
1122,6161,MACDONALD ST,None,HERITAGE BUILDINGS,N/A,N/A,No,No,Yes,No,Yes,No,No,No,Active,2020-09-18T10:18:45-07:00,Kerrisdale,"{""coordinates"": [-123.1678700862086, 49.23047888829343], ""type"": ""Point""}","49.23047888829343, -123.1678700862086"
1124,6633,MACDONALD ST,None,HERITAGE BUILDINGS,Reginald & Aileen Symes Residence - Tavistock,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kerrisdale,"{""coordinates"": [-123.16919860312923, 49.225263995023845], ""type"": ""Point""}","49.225263995023845, -123.16919860312923"
1130,2242-2244,MACDONALD ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.16807826938413, 49.26592851110805], ""type"": ""Point""}","49.26592851110805, -123.16807826938413"
1131,5612,MACKENZIE ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Arbutus-Ridge,"{""coordinates"": [-123.16979714872099, 49.23561644494666], ""type"": ""Point""}","49.23561644494666, -123.16979714872099"
1133,375,MAIN ST,None,HERITAGE BUILDINGS,G.W. Dawson Building,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.10009771337249, 49.281557730699795], ""type"": ""Point""}","49.281557730699795, -123.10009771337249"
1137,501,MAIN ST,None,HERITAGE BUILDINGS,Bank of Commerce,B,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.10015578957123, 49.280227294348286], ""type"": ""Point""}","49.280227294348286, -123.10015578957123"
1159,1155,MAINLAND ST,None,HERITAGE BUILDINGS,Percival Building,B,Yes,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Downtown,"{""coordinates"": [-123.12171384194706, 49.27519253318189], ""type"": ""Point""}","49.27519253318189, -123.12171384194706"
1167,2916,MANITOBA ST,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Mount Pleasant,"{""coordinates"": [-123.10665493862743, 49.25907933388366], ""type"": ""Point""}","49.25907933388366, -123.10665493862743"
1170,1342,MAPLE ST,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Kitsilano,"{""coordinates"": [-123.14977549653015, 49.27380642624581], ""type"": ""Point""}","49.27380642624581, -123.14977549653015"
1193,1083,MATTHEWS AV,None,HERITAGE BUILDINGS,N/A,A,Yes,No,No,No,No,Yes,No,No,Active,2020-09-18T10:18:45-07:00,Shaughnessy,"{""coordinates"": [-123.12973379432736, 49.254270163192444], ""type"": ""Point""}","49.254270163192444, -123.12973379432736"
1198,1563,MATTHEWS AV,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,Yes,No,No,Active,2020-09-18T10:18:45-07:00,Shaughnessy,"{""coordinates"": [-123.14078856068251, 49.253319300731725], ""type"": ""Point""}","49.253319300731725, -123.14078856068251"
1221,1058,NELSON ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,West End,"{""coordinates"": [-123.12790449911306, 49.2820472347008], ""type"": ""Point""}","49.2820472347008, -123.12790449911306"
1230,961,NICOLA ST,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,West End,"{""coordinates"": [-123.13376019102377, 49.287177513130786], ""type"": ""Point""}","49.287177513130786, -123.13376019102377"
1239,951-957,NICOLA ST,None,HERITAGE BUILDINGS,955‑957 Nicola,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,West End,"{""coordinates"": [-123.1335629884938, 49.28729726275982], ""type"": ""Point""}","49.28729726275982, -123.1335629884938"
1250,2629,ONTARIO ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Mount Pleasant,"{""coordinates"": [-123.10519823495719, 49.26157822124287], ""type"": ""Point""}","49.26157822124287, -123.10519823495719"
1253,2919,ONTARIO ST,None,HERITAGE BUILDINGS,N/A,B,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Mount Pleasant,"{""coordinates"": [-123.10530674811858, 49.259100266472785], ""type"": ""Point""}","49.259100266472785, -123.10530674811858"
1260,3262,ONTARIO ST,None,HERITAGE BUILDINGS,N/A,C,No,No,No,No,No,No,No,No,Active,2020-09-18T10:18:45-07:00,Riley Park,"{""coordinates"": [-123.10466874789826, 49.256110726006696], ""type"": ""Point""}","49.256110726006696, -123.10466874789826"
